sector-code,sector,sector-percentage,sector-vocabulary,iati-identifier,hierarchy,last-updated-datetime,default-language,reporting-org,reporting-org-ref,reporting-org-type,title,description,activity-status-code,start-planned,end-planned,start-actual,end-actual,participating-org (Accountable),participating-org-ref (Accountable),participating-org-type (Accountable),participating-org (Funding),participating-org-ref (Funding),participating-org-type (Funding),participating-org (Extending),participating-org-ref (Extending),participating-org-type (Extending),participating-org (Implementing),participating-org-ref (Implementing),participating-org-type (Implementing),recipient-country-code,recipient-country,recipient-country-percentage,recipient-region-code,recipient-region,recipient-region-percentage,collaboration-type-code,default-finance-type-code,default-flow-type-code,default-aid-type-code,default-tied-status-code,currency,total-Commitment,total-Disbursement,total-Expenditure,total-Incoming Funds,total-Interest Repayment,total-Loan Repayment,total-Reimbursement
72010,Material Relief Assistance And Services,100,OECD Development Assistance Committee,SE-0-SE-6-5204009101-TCD-72010,2,12/07/14 12:00 AM,en,Sweden,SE-0,Government,SRK/IFRC 09-10,"Sida's grant to IFRC through the Swedish Red Cross is expected to contribute towards saving thousands of lives and protecting  livelihoods from health crises and disasters in vulnerable communities world-wide. This will be done by strengthening capacities among partners within the RC/RC Movement to mitigate, prepare for and respond to disasters, an deliver critical social and health services.",4,,,2009-01-01,2011-12-28,Svenska Röda Korset,,,Sweden,SE-0,Government,Swedish International Development Cooperation Agency,SE-6,Government,Donor country-based NGO,22000,National NGO,TD,Chad,100,,,,1,110,10,B03,5,,1728466.235161,1778499.862667,0,0,0,0,0
,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,41127-FTS:222578,1,12/15/14 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,Secondment of a Child Protection Officer (7F-08380.01),Secondment of a Child Protection Officer (7F-08380.01),,2014-01-08,,,,,,,Switzerland,,,,,,United Nations High Commissioner for Refugees,,,TD,Chad,,,,,,,,,,,258242,0,0,0,0,0,0
72050,Relief Co-Ordination; Protection And Support Services,,OECD Development Assistance Committee,41127-FTS:222578,1,12/15/14 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,Secondment of a Child Protection Officer (7F-08380.01),Secondment of a Child Protection Officer (7F-08380.01),,2014-01-08,,,,,,,Switzerland,,,,,,United Nations High Commissioner for Refugees,,,TD,Chad,,,,,,,,,,,258242,0,0,0,0,0,0
,,100,OECD Development Assistance Committee,EU-4-ECHO/TCD/BUD/2013/91011,,12/09/14 12:00 AM,,Humanitarian Aid Office of the European Commission,EU-4,Multilateral,Provision of integrated emergency nutrition and health services for vulnerable populations affected by the nutritional crisis in Chad,Provision of integrated emergency nutrition and health services for vulnerable populations affected by the nutritional crisis in Chad,,2014-02-03,,2013-04-01,2014-03-15,,,,Humanitarian Aid Office of the European Commission,EU-4,Multilateral,,,,Medical Emergency Relief International (UK),,Other Public Sector,TD,Chad,,,,,3,,10,C01,5,EUR,0,1239995,0,0,0,0,0
,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,41127-FTS:185707,1,08/15/12 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,Assistance médico-nutritionnelle aux enfants de moins de 5 ans touchés par la crise alimentaire au Tchad (ECHO/TCD/BUD/2012/91021),Assistance médico-nutritionnelle aux enfants de moins de 5 ans touchés par la crise alimentaire au Tchad (ECHO/TCD/BUD/2012/91021),,2012-01-08,,,,,,,European Commission's Humanitarian Aid and Civil Protection Department,,,,,,Médecins sans Frontières,,,TD,Chad,,,,,,,,,,,490196,0,0,0,0,0,0
72010,Material Relief Assistance And Services,,OECD Development Assistance Committee,41127-FTS:185707,1,08/15/12 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,Assistance médico-nutritionnelle aux enfants de moins de 5 ans touchés par la crise alimentaire au Tchad (ECHO/TCD/BUD/2012/91021),Assistance médico-nutritionnelle aux enfants de moins de 5 ans touchés par la crise alimentaire au Tchad (ECHO/TCD/BUD/2012/91021),,2012-01-08,,,,,,,European Commission's Humanitarian Aid and Civil Protection Department,,,,,,Médecins sans Frontières,,,TD,Chad,,,,,,,,,,,490196,0,0,0,0,0,0
,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,41127-FTS:CHD-14/H/66829/R/124,1,11/17/14 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,Sustaining quality and supply of Integrated Management of Severe Acute Malnutrition ,Reduce Under Five Mortality Rate through provision of quality nutrition and Improve the ensure uninterrupted pipeline of supply to more than 500 nutrition centers across 11 regions of the Sahel belt of Chad,,2014-01-01,2014-12-31,,,,,,European Commission's Humanitarian Aid and Civil Protection Department,,Other Public Sector,,,,United Nations Children's Fund,,Multilateral,TD,Chad,,,,,,,,,,,0,8606696,0,0,0,0,0
72010,Material Relief Assistance And Services,,OECD Development Assistance Committee,41127-FTS:CHD-14/H/66829/R/124,1,11/17/14 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,Sustaining quality and supply of Integrated Management of Severe Acute Malnutrition ,Reduce Under Five Mortality Rate through provision of quality nutrition and Improve the ensure uninterrupted pipeline of supply to more than 500 nutrition centers across 11 regions of the Sahel belt of Chad,,2014-01-01,2014-12-31,,,,,,European Commission's Humanitarian Aid and Civil Protection Department,,Other Public Sector,,,,United Nations Children's Fund,,Multilateral,TD,Chad,,,,,,,,,,,0,8606696,0,0,0,0,0
16050,Multisector Aid For Basic Social Services,,OECD Development Assistance Committee,41119-TD-REGULAR-U3-UNFPA,3,12/30/14 12:00 AM,en,United Nations Population Fund,41119,Multilateral,UNFPA Chad regular-funded family planning activities implemented by UNFPA,UNFPA Chad regular-funded family planning activities implemented by UNFPA,2,2012-01-01,2013-12-31,2012-01-01,2013-12-31,United Nations Population Fund,41119,Multilateral,,,,United Nations Population Fund,41119,Multilateral,United Nations Population Fund,41119,Multilateral,TD,Chad,100,,,,4,110,20,C01,5,USD,0,0,25090,0,0,0,0
13081,Personnel Development For Population And Reproductive Health,,OECD Development Assistance Committee,41119-TD-REGULAR-U3-UNFPA,3,12/30/14 12:00 AM,en,United Nations Population Fund,41119,Multilateral,UNFPA Chad regular-funded family planning activities implemented by UNFPA,UNFPA Chad regular-funded family planning activities implemented by UNFPA,2,2012-01-01,2013-12-31,2012-01-01,2013-12-31,United Nations Population Fund,41119,Multilateral,,,,United Nations Population Fund,41119,Multilateral,United Nations Population Fund,41119,Multilateral,TD,Chad,100,,,,4,110,20,C01,5,USD,0,0,25090,0,0,0,0
13030,Family Planning,,OECD Development Assistance Committee,41119-TD-REGULAR-U3-UNFPA,3,12/30/14 12:00 AM,en,United Nations Population Fund,41119,Multilateral,UNFPA Chad regular-funded family planning activities implemented by UNFPA,UNFPA Chad regular-funded family planning activities implemented by UNFPA,2,2012-01-01,2013-12-31,2012-01-01,2013-12-31,United Nations Population Fund,41119,Multilateral,,,,United Nations Population Fund,41119,Multilateral,United Nations Population Fund,41119,Multilateral,TD,Chad,100,,,,4,110,20,C01,5,USD,0,0,25090,0,0,0,0
72010,Material Relief Assistance And Services,,OECD Development Assistance Committee,ES-16-2011-2011009290,1,,en,"Ministry of Foreign Affairs and Cooperation, Spain",ES-5,Government,HUMANITARIAN AID IN EASTERN CHAD: ACCESS TO THE FOOD SECURITY SYSTEM AND IMPROVEMENT OF THE NUTRITIONAL STATE FOR THE SUDANESE REFUGEE POPULATION.,"Tras cinco años de emergencia intermitentes en el Este de Chad, a lo largo de 2010 y de 2011 el ACNUR se está centrando en mejorar la sostenibilidad de los campos y aumentar la independencia de la población refugiada. ACNUR colabora con el Gobierno y otras agencias de la ONU para conservar el carácter civil y humanitario de los campos y prevenir el reclutamiento de niños.Los resultados esperados: Controlar y mejorar el estado nutricional de la población refugiada sudanesa haciendo especial hincapié en niños, mujeres embarazadas y enfermos crónicos y Reforzar las capacidades de los comités de distribución que llevarán a cabo la distribución de los víveres.  -- Geographical target area : Campos de población refugiada de Treguine, Bredjing, Ouré Cassoni, Iridimi, Toulom, Am Nabak, Kounoungou, Mile, Farchana, Bahai y Gaga  --",,2011-07-01,2011-12-31,,,,,,Spain,ES,Government,Municipalities,ES-16,,NATIONAL NGOs,22000,,TD,Chad,,,,,1,110,10,C01,5,EUR,35000,35000,0,0,0,0,0
,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,41127-FTS:187701,1,09/28/12 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,Chad Nutrition (ECHO/TCD/EDF/2012/01003),Chad Nutrition (ECHO/TCD/EDF/2012/01003),,2012-01-08,,,,,,,European Commission's Humanitarian Aid and Civil Protection Department,,,,,,Médecins sans Frontières - Netherlands,,,TD,Chad,,,,,,,,,,,878294,0,0,0,0,0,0
72010,Material Relief Assistance And Services,,OECD Development Assistance Committee,41127-FTS:187701,1,09/28/12 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,Chad Nutrition (ECHO/TCD/EDF/2012/01003),Chad Nutrition (ECHO/TCD/EDF/2012/01003),,2012-01-08,,,,,,,European Commission's Humanitarian Aid and Civil Protection Department,,,,,,Médecins sans Frontières - Netherlands,,,TD,Chad,,,,,,,,,,,878294,0,0,0,0,0,0
16010,Social/ Welfare Services,100,OECD Development Assistance Committee,SE-0-SE-6-7400131901-TCD-16010,2,12/07/14 12:00 AM,en,Sweden,SE-0,Government,SMR ram syd 2001,"Aktiviteten ""SMR ram syd 2001"" saknar en beskrivande text. Kontrollera om det finns dokument knutna till aktiviteten eller kontakta Sida för att få mer information. Ring 08–698 50 00 eller skicka e-post till sida@sida.se.",4,,,2001-01-01,2002-07-28,Svenska Missionsrådet,,,Sweden,SE-0,Government,Swedish International Development Cooperation Agency,SE-6,Government,Donor country-based NGO,22000,National NGO,TD,Chad,100,,,,1,110,10,C01,,,3191.886558,3182.657222,0,0,0,0,0
15164,Women'S Equality Organisations And Institutions,,OECD Development Assistance Committee,GB-3-PAF CMY 120010,,,en,Foreign & Commonwealth Office,GB-3,Government,Women's Rights in Logone Oriental,"To reduce discrimination and violence against women in the region of Logone Oriental through increasing levels of awareness on womens rights. The project will ensure that the functioning and operations of the judicial system is known by the project participants, and that systems for the registration and formal reporting of violence against women are reinforced.",,2012-01-01,2012-12-31,,,,,,United Kingdom,GB,Government,Foreign & Commonwealth Office,GB-3,Government,,,,TD,Chad,,,,,,,10,C01,,,0,4607.13,0,0,0,0,0
,,100,OECD Development Assistance Committee,US-7-TD-P&S-Combating Terrorism Fellowship Program (CTFP)-2011-1.1 - Counterterrorism,3,10/16/14 12:00 AM,,United States,US,Government,N/A,Combating Terrorism Fellowship Program (CTFP)-2011-1.1 - Counterterrorism,,,,,,,,,United States of America,US,Government,Department of Defense,US-7,Government,,,,TD,Chad,100,289,"South of Sahara, regional",100,,,,,,USD,0,207266,0,0,0,0,0
,,100,OECD Development Assistance Committee,US-7-TD-P&S-Combating Terrorism Fellowship Program (CTFP)-2011-1.1 - Counterterrorism,3,10/16/14 12:00 AM,,United States,US,Government,N/A,Combating Terrorism Fellowship Program (CTFP)-2011-1.1 - Counterterrorism,,,,,,,,,United States of America,US,Government,Department of Defense,US-7,Government,,,,TD,Chad,100,289,"South of Sahara, regional",100,,,,,,USD,0,207266,0,0,0,0,0
,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,41127-FTS:218477,1,09/29/14 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,Health Assistance for Refugees (STATE/PRM),Health Assistance for Refugees (STATE/PRM),,2014-01-08,,,,,,,United States of America,,,,,,Mentor Initiative,,,TD,Chad,,,,,,,,,,,150756,0,0,0,0,0,0
72010,Material Relief Assistance And Services,,OECD Development Assistance Committee,41127-FTS:218477,1,09/29/14 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,Health Assistance for Refugees (STATE/PRM),Health Assistance for Refugees (STATE/PRM),,2014-01-08,,,,,,,United States of America,,,,,,Mentor Initiative,,,TD,Chad,,,,,,,,,,,150756,0,0,0,0,0,0
99810,Sectors Not Specified,100,OECD Development Assistance Committee,SE-0-SE-6-7400092601-TCD-99810,2,12/07/14 12:00 AM,en,Sweden,SE-0,Government,"SMR ram, syd 2000","Aktiviteten ""SMR ram, syd 2000"" saknar en beskrivande text. Kontrollera om det finns dokument knutna till aktiviteten eller kontakta Sida för att få mer information. Ring 08–698 50 00 eller skicka e-post till sida@sida.se.",4,,,2000-01-01,2002-05-28,Svenska Missionsrådet,,,Sweden,SE-0,Government,Swedish International Development Cooperation Agency,SE-6,Government,Donor country-based NGO,22000,National NGO,TD,Chad,100,,,,1,110,10,C01,,,27182.498962,27375.743152,0,0,0,0,0
15110,Economic And Development Policy/Planning,,OECD Development Assistance Committee,46002-P-TD-KF0-009,1,12/18/14 12:00 AM,en,African Development Bank Group,46002,Multilateral,PROJET D'APPUI + L'INITIATIVE PPTE,,2,2014-05-15,2016-09-30,,,,,,Fragile States Facility,FSF,,,,,"MINISTERE DE L'ECONOMIE, DE LA  COOPERATION ET PLAN",,Government,TD,Chad,,,,,2,,,,,,1400000,0,0,0,0,0,0
,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,41127-FTS:CHD-12/WS/45040/5582,1,04/09/13 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,To reduce water bone diseases and improve standard of living and community self-reliance by provision of safe potable water ,"To reduce water bone diseases and improve standard of living and community self-reliance by provision of safe potable water to 25,000 people in Guera, Batha and Eastern Chad (Ouddai, Wadi Fira, Dar Sila)",,2012-01-01,2012-12-31,,,,,,Sweden,,Government,,,,International Aid Services,,,TD,Chad,,,,,,,,,,,0,202341,0,0,0,0,0
72010,Material Relief Assistance And Services,,OECD Development Assistance Committee,41127-FTS:CHD-12/WS/45040/5582,1,04/09/13 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,To reduce water bone diseases and improve standard of living and community self-reliance by provision of safe potable water ,"To reduce water bone diseases and improve standard of living and community self-reliance by provision of safe potable water to 25,000 people in Guera, Batha and Eastern Chad (Ouddai, Wadi Fira, Dar Sila)",,2012-01-01,2012-12-31,,,,,,Sweden,,Government,,,,International Aid Services,,,TD,Chad,,,,,,,,,,,0,202341,0,0,0,0,0
43040,Rural Development,100,OECD Development Assistance Committee,SE-0-SE-6-7430003001-TCD-43040,2,12/07/14 12:00 AM,en,Sweden,SE-0,Government,SMR ramavtal 06-07 - SYD,"Aktiviteten ""SMR ramavtal 06-07 - SYD"" saknar en beskrivande text. Kontrollera om det finns dokument knutna till aktiviteten eller kontakta Sida för att få mer information. Ring 08–698 50 00 eller skicka e-post till sida@sida.se.",4,,,2006-01-01,2008-12-28,Svenska Missionsrådet,,,Sweden,SE-0,Government,Swedish International Development Cooperation Agency,SE-6,Government,Donor country-based NGO,22000,National NGO,TD,Chad,100,,,,1,110,10,B03,5,,3911.681336,3930.311266,0,0,0,0,0
11220,Primary Education,,OECD Development Assistance Committee,ES-16-2011-2011010011,1,,en,"Ministry of Foreign Affairs and Cooperation, Spain",ES-5,Government,"IMPROVING THE INFRASTRUCTURE OF TWO COMMUNITY SCHOOLS OF THE FE Y ALEGRÍA Nº1 NETWORK, IN THE MONGO DEPARTMENT, GUERA REGION. CHAD.","El objetivo consiste en la ampliación de las infraestructuras educativas existentes con tres aulas equipadas y una cocina, tanto en las escuelas de Zoni como en la de Gourbiti, que en la actualidad cuentan con tres aulas para seis niveles de primaria, de forma que dispongan de un aula por cada nivel de enseñanza primaria.",,2011-01-01,2012-09-30,,,,,,Spain,ES,Government,Municipalities,ES-16,,NATIONAL NGOs,22000,,TD,Chad,,,,,1,110,10,C01,5,EUR,60000,60000,0,0,0,0,0
15110,Economic And Development Policy/Planning,,OECD Development Assistance Committee,EU-2-2014-354509,,01/06/15 12:00 AM,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,"Extension des bureaux des sous-préfectures de Mokoffi, Melfi, Chinguil et des bureaux de la commune de Melfi",,1,,2015-12-31,,,PUBLIC SECTOR INSTITUTIONS,10000,,European Union Institutions,EU,Other Public Sector,European Development Fund,EU-2,Other Public Sector,,,,TD,Chad,,,,,1,110,10,C01,3,,99664,0,0,0,0,0,0
72010,Material Relief Assistance And Services,100,OECD Development Assistance Committee,SE-0-SE-6-7400297401-TCD-72010,2,12/07/14 12:00 AM,en,Sweden,SE-0,Government,ICRC appell 2006,"Aktiviteten ""ICRC appell 2006"" saknar en beskrivande text. Kontrollera om det finns dokument knutna till aktiviteten eller kontakta Sida för att få mer information. Ring 08–698 50 00 eller skicka e-post till sida@sida.se.",4,,,2006-01-01,2007-07-28,Internat. Committee Red Cross,,,Sweden,SE-0,Government,Swedish International Development Cooperation Agency,SE-6,Government,International Committee of the Red Cross,21016,International NGO,TD,Chad,100,,,,1,110,10,C01,,,671341.190511,671341.190511,0,0,0,0,0
,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,41127-FTS:201606,1,09/23/13 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,Agriculture and Food Security; Nutrition (USAID/OFDA),Agriculture and Food Security; Nutrition (USAID/OFDA),,2013-01-08,,,,,,,United States of America,,,,,,Premiere Urgence,,,TD,Chad,,,,,,,,,,,700000,0,0,0,0,0,0
72010,Material Relief Assistance And Services,,OECD Development Assistance Committee,41127-FTS:201606,1,09/23/13 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,Agriculture and Food Security; Nutrition (USAID/OFDA),Agriculture and Food Security; Nutrition (USAID/OFDA),,2013-01-08,,,,,,,United States of America,,,,,,Premiere Urgence,,,TD,Chad,,,,,,,,,,,700000,0,0,0,0,0,0
,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,41127-FTS:CHD-13/H/56108/298,1,11/15/13 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,Psychosocial Capacity Building for Health and Social Service Providers,Psychosocial Assistance to victims of violence is widely provided throughout the Chadian health and social service sectors.,,2013-01-01,2013-12-31,,,,,,Germany,,Government,,,,International Organization for Migration,,Multilateral,TD,Chad,,,,,,,,,,,0,688705,0,0,0,0,0
72010,Material Relief Assistance And Services,,OECD Development Assistance Committee,41127-FTS:CHD-13/H/56108/298,1,11/15/13 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,Psychosocial Capacity Building for Health and Social Service Providers,Psychosocial Assistance to victims of violence is widely provided throughout the Chadian health and social service sectors.,,2013-01-01,2013-12-31,,,,,,Germany,,Government,,,,International Organization for Migration,,Multilateral,TD,Chad,,,,,,,,,,,0,688705,0,0,0,0,0
,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,41127-FTS:CHD-13/A/55844/5633,1,06/21/13 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,A&L: Improvement of food security and strengthening resiliency of Batha region rural community,"Improvement of food security and strengthening resiliency of 7000 vulnerable households in Batha Région, Fitri Department",,2013-01-01,2013-12-31,,,,,,United States of America,,Government,,,,Solidarités International,,,TD,Chad,,,,,,,,,,,1000000,0,0,0,0,0,0
73010,Reconstruction Relief And Rehabilitation,,OECD Development Assistance Committee,41127-FTS:CHD-13/A/55844/5633,1,06/21/13 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,A&L: Improvement of food security and strengthening resiliency of Batha region rural community,"Improvement of food security and strengthening resiliency of 7000 vulnerable households in Batha Région, Fitri Department",,2013-01-01,2013-12-31,,,,,,United States of America,,Government,,,,Solidarités International,,,TD,Chad,,,,,,,,,,,1000000,0,0,0,0,0,0
,,100,OECD Development Assistance Committee,US-1-TD-HA-AID-OFDA-G-13-00106,3,10/16/14 12:00 AM,,United States,US,Government,Grant to ACF for Nutrition and Protection in Chad,Protection and Solutions -,,,,,,,,,United States of America,US,Government,Agency for International Development,US-1,Government,ACTION AGAINST HUNGER,,,TD,Chad,100,289,"South of Sahara, regional",100,,,,,,USD,994175,445614,0,0,0,0,0
,,100,OECD Development Assistance Committee,US-1-TD-HA-AID-OFDA-G-13-00106,3,10/16/14 12:00 AM,,United States,US,Government,Grant to ACF for Nutrition and Protection in Chad,Protection and Solutions -,,,,,,,,,United States of America,US,Government,Agency for International Development,US-1,Government,ACTION AGAINST HUNGER,,,TD,Chad,100,289,"South of Sahara, regional",100,,,,,,USD,994175,445614,0,0,0,0,0
43040,Rural Development,,OECD Development Assistance Committee,EU-2-2011-275481,,01/06/15 12:00 AM,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,Soutien à la sécurité alimentaire des populations vulnérables du Grand Kanem dépendant de lélevage,"Objectif spécifique : Contribuer à la sécurisation et à lamélioration des moyens dexistence des populations vulnérables pastorales et agro-pastorales du Grand Kanem
",2,2011-12-01,2014-11-30,2011-12-01,,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,20000,,European Union Institutions,EU,Other Public Sector,European Development Fund,EU-2,Other Public Sector,,,,TD,Chad,,,,,1,110,10,C01,5,,1813605,1532475,0,0,0,0,0
,,100,OECD Development Assistance Committee,EU-4-ECHO/TCD/BUD/2013/91013,,12/09/14 12:00 AM,,Humanitarian Aid Office of the European Commission,EU-4,Multilateral,Food Assistance for Refugees and Vulnerable People Affected by Malnutrition and Recurrent Food Crises,Food Assistance for Refugees and Vulnerable People Affected by Malnutrition and Recurrent Food Crises,,2013-09-03,,2013-01-01,2013-12-31,,,,Humanitarian Aid Office of the European Commission,EU-4,Multilateral,,,,World Food Program,,Other Public Sector,TD,Chad,,,,,2,,10,C01,5,EUR,0,4400000,0,0,0,0,0
14030,Basic Drinking Water Supply And Basic Sanitation,,OECD Development Assistance Committee,EU-2-2011-280002,,01/06/15 12:00 AM,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,DEVIS-PROGRAMME N°00/CN/SG/2012,"Le présent DP de démarrage a pour objectifs (i) le recrutement et la mise en place du personnel de la coordination, (ii) l'acquisition des équipements et des matériels pour la coordination, (iii) l'organisation d'événements de visibilité et de communication du programme, (iv) l'élaboration du devis programme de croisière n°1.",3,2011-12-21,2012-04-20,2011-12-21,2012-04-20,PUBLIC SECTOR INSTITUTIONS,10000,,European Union Institutions,EU,Other Public Sector,European Development Fund,EU-2,Other Public Sector,Jumhuriyat Tshad,,,TD,Chad,,,,,1,110,10,C01,5,,53868,75377,0,0,0,0,0
14030,Basic Drinking Water Supply And Basic Sanitation,,OECD Development Assistance Committee,EU-2-2014-337038,,01/06/15 12:00 AM,en,European Commission - Development and Cooperation-EuropeAid,EU,Other Public Sector,"Plans d'investissements, études hydrauliques et dossiers d'appel d'offre de systèmes d'alimentation en eau potable de 7 centres urbains",,2,2014-04-21,2014-11-17,2014-04-21,,PUBLIC SECTOR INSTITUTIONS,10000,,European Union Institutions,EU,Other Public Sector,European Development Fund,EU-2,Other Public Sector,EDF,42003,,TD,Chad,,,,,1,110,10,C01,5,,236740,0,142044,0,0,0,0
12110,Health Policy And Administrative Management,100,OECD Development Assistance Committee,SE-0-SE-6-7400257901-TCD-12110,2,12/07/14 12:00 AM,en,Sweden,SE-0,Government,PMU ram Syd 2003-2004,"Aktiviteten ""PMU ram Syd 2003-2004"" saknar en beskrivande text. Kontrollera om det finns dokument knutna till aktiviteten eller kontakta Sida för att få mer information. Ring 08–698 50 00 eller skicka e-post till sida@sida.se.",4,,,2003-01-01,2005-06-28,Pingst FFS/PMU Interlife,,,Sweden,SE-0,Government,Swedish International Development Cooperation Agency,SE-6,Government,Donor country-based NGO,22000,National NGO,TD,Chad,100,,,,1,110,10,C01,,,6016.266201,4344.056062,0,0,0,0,0
,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,41127-FTS:183532,1,06/21/12 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,Multi-Sector Humanitarian Intervention in Eastern Chad (ECHO/TCD/BUD/2012/91011),Multi-Sector Humanitarian Intervention in Eastern Chad (ECHO/TCD/BUD/2012/91011),,2012-01-08,,,,,,,European Commission's Humanitarian Aid and Civil Protection Department,,,,,,Concern Worldwide,,,TD,Chad,,,,,,,,,,,1242236,0,0,0,0,0,0
72010,Material Relief Assistance And Services,,OECD Development Assistance Committee,41127-FTS:183532,1,06/21/12 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,Multi-Sector Humanitarian Intervention in Eastern Chad (ECHO/TCD/BUD/2012/91011),Multi-Sector Humanitarian Intervention in Eastern Chad (ECHO/TCD/BUD/2012/91011),,2012-01-08,,,,,,,European Commission's Humanitarian Aid and Civil Protection Department,,,,,,Concern Worldwide,,,TD,Chad,,,,,,,,,,,1242236,0,0,0,0,0,0
,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,41127-FTS:CHD-12/ER/51551/R/5660,1,11/26/12 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,Assist IDPs and support durable solution in East Tchad (Ouadi Khadja canton),"1.Improve durable living conditions of IDPs in their original villages providing basic services (water and sanitation, education) ",,2012-08-01,2012-12-31,,,,,,European Commission's Humanitarian Aid and Civil Protection Department,,Other Public Sector,,,,INTERSOS,,,TD,Chad,,,,,,,,,,,0,804290,0,0,0,0,0
73010,Reconstruction Relief And Rehabilitation,,OECD Development Assistance Committee,41127-FTS:CHD-12/ER/51551/R/5660,1,11/26/12 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,Assist IDPs and support durable solution in East Tchad (Ouadi Khadja canton),"1.Improve durable living conditions of IDPs in their original villages providing basic services (water and sanitation, education) ",,2012-08-01,2012-12-31,,,,,,European Commission's Humanitarian Aid and Civil Protection Department,,Other Public Sector,,,,INTERSOS,,,TD,Chad,,,,,,,,,,,0,804290,0,0,0,0,0
,,100,OECD Development Assistance Committee,US-1-TD-HA-AID-FFP-IO-11-00013,3,10/16/14 12:00 AM,,United States,US,Government,"The purpose of this new grant award to UNHCR is to receive/load, transport, deliver/warehouse, and distribute 63 metric tons of the Edesia Nutributter food commodity to targeted beneficiaries in Chad.",Assistance and Recovery -,,,,,,,,,United States of America,US,Government,Agency for International Development,US-1,Government,United Nations High Commissioner for Refugees,,,TD,Chad,100,289,"South of Sahara, regional",100,,,,,,USD,0,121360,0,0,0,0,0
,,100,OECD Development Assistance Committee,US-1-TD-HA-AID-FFP-IO-11-00013,3,10/16/14 12:00 AM,,United States,US,Government,"The purpose of this new grant award to UNHCR is to receive/load, transport, deliver/warehouse, and distribute 63 metric tons of the Edesia Nutributter food commodity to targeted beneficiaries in Chad.",Assistance and Recovery -,,,,,,,,,United States of America,US,Government,Agency for International Development,US-1,Government,United Nations High Commissioner for Refugees,,,TD,Chad,100,289,"South of Sahara, regional",100,,,,,,USD,0,121360,0,0,0,0,0
,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,41127-FTS:222225,1,12/09/14 12:00 AM,en,UNOCHA-FTS,41127-FTS,Multilateral,Man-made crises / Emergency humanitarian aid to crisis-affected populations in Chad (ECHO/TCD/BUD/2014/91004),Man-made crises / Emergency humanitarian aid to crisis-affected populations in Chad (ECHO/TCD/BUD/2014/91004),,2014-01-08,,,,,,,European Commission's Humanitarian Aid and Civil Protection Department,,,,,,Médecins sans Frontières - Netherlands,,,TD,Chad,,,,,,,,,,,2325581,0,0,0,0,0,0
