AMP ID,Objective,Organizations and Project ID,Project Description,Project Title,Status,Actual Completion Date,Actual Start Date,Original Completion Date,Proposed Start Date,Country,District,Implementation Level,Region,Zone,Donor Agency,Donor Group,Donor Type,Financing Instrument,Funding Organization Id,Funding Status,Type Of Assistance,Primary Sector,Primary Sector Sub-Sector,Primary Sector Sub-Sub-Sector,Secondary Sector,Secondary Sector Sub-Sector,Secondary Sector Sub-Sub-Sector,Responsible Organization,National Planning Objectives,National Planning Objectives Level 1,National Planning Objectives Level 2,National Planning Objectives Level 3,Proposed Project Amount,2005 Actual Commitments,2005 Actual Disbursements,2005 Planned Commitments,2005 Planned Disbursements,2006 Actual Commitments,2006 Actual Disbursements,2006 Planned Commitments,2006 Planned Disbursements,2007 Actual Commitments,2007 Actual Disbursements,2007 Planned Commitments,2007 Planned Disbursements,2008 Actual Commitments,2008 Actual Disbursements,2008 Planned Commitments,2008 Planned Disbursements,2009 Actual Commitments,2009 Actual Disbursements,2009 Planned Commitments,2009 Planned Disbursements,2010 Actual Commitments,2010 Actual Disbursements,2010 Planned Commitments,2010 Planned Disbursements,2011 Actual Commitments,2011 Actual Disbursements,2011 Planned Commitments,2011 Planned Disbursements,2012 Actual Commitments,2012 Actual Disbursements,2012 Planned Commitments,2012 Planned Disbursements,2013 Actual Commitments,2013 Actual Disbursements,2013 Planned Commitments,2013 Planned Disbursements,2014 Actual Commitments,2014 Actual Disbursements,2014 Planned Commitments,2014 Planned Disbursements,2015 Actual Commitments,2015 Actual Disbursements,2015 Planned Commitments,2015 Planned Disbursements,Actual Commitments,Actual Disbursements,Planned Commitments,Planned Disbursements
  872833103, , , ,Projet de Lutte contre le Paludisme,Closed,31/12/2013,25/11/2011,31/12/2013,25/11/2011,Chad, ,National, , ,Banque Islamique de Développement,Banque Islamique de Développement,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR QUATERNAIRE,Santé publique, , , , ,Santé Publique,"Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales","Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales",2.2 Santé,2.2.1 Santé, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292400,0,0,0
  872833121, , , ,Projet construction de quatre Ecoles camps des Réfugiés à l'EST,Closed,31/12/2013,13/10/2011,31/12/2013,13/10/2011,Chad, ,National, , ,Banque Islamique de Développement,Banque Islamique de Développement,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR QUATERNAIRE,Education nationale, , , , ,Education Nationale,"Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales","Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales",2.1 Éducation,"2.1.1 Enseignement primaire, moyen, secondaire général, technique et professionnel", ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250000,6378487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6378487,0,0,1250000
  872833130, , , ,Projet de Développement de l'Enseignement Bilingue Primaire (PRODEB-Primaire),Closed,31/12/2014,01/01/2007,31/12/2014,01/01/2007,Chad, ,National, , ,Banque Islamique de Développement,Banque Islamique de Développement,Multilatéral,Prêt (Bailleur), ,Financement Acquis,Prêt,SECTEUR QUATERNAIRE,Education nationale, , , , ,Education Nationale,"Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales","Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales",2.1 Éducation,"2.1.1 Enseignement primaire, moyen, secondaire général, technique et professionnel", ,0,0,0,0,0,0,0,0,8434000,0,0,0,0,0,0,0,0,0,0,0,0,610048.682,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8434000,610048.682,0,1000000
  87283355, , , ,"Programme ""maraichage""",Closed,31/12/2016,01/02/2014,31/12/2016,01/02/2014,Chad, ,National, , ,Suisse,Suisse,Bilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR PRIMAIRE,"AGRICULTURE, SYLVICULTURE ET PECHE", , , , ,Agriculture et Environnement,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.1 Développement du secteur rural et sécurité alimentaire,1.1.2 Productions végétales, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600000,0,0,0,0,0,0,0,3600000,0,0,0
  87283390, , , ,Projet d'Appui au Développement Urbain (PADUR),Ongoing,,06/05/2007,30/06/2015,06/05/2007,Chad, ,National, , ," - Banque de Développement des États de l'Afrique Centrale
 - Etat
 - IDA/Banque Mondiale"," - Banque de Développement des États d'Afrique Centrale
 - Gouvernement
 - Groupe Banque Mondiale"," - Gouvernement
 - Multilatéral"," - Aides, Dons & Subventions
 - Contrepartie du Gvt
 - Prêt (Bailleur)", ,Financement Acquis," - Don
 - Financement intérieur public (Etat)
 - Prêt",SECTEUR QUATERNAIRE,"Urbanisme, Habitat, Affaires Foncières et Domaines", , , , ,"Aménagement Territoire, de l'Urbanisme et de l'Habitat",Axe 3: Protection de l'environnement et adaptation aux changements climatiques,Axe 3: Protection de l'environnement et adaptation aux changements climatiques,"3.2 Aménagement du territoire en milieu rural, urbain et périurbain","3.2.1 Aménagement du territoire en milieu rural, urbain et périurbain", ,0,0,0,0,0,0,0,0,27540000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,0,45203600,0,0,0,0,0,0,0,0,45895512.587,0,0,0,0,0,16931390.207,82743600,45895512.587,0,16931390.207
  872833334, ,, ,BSB Yamoussa - partie Tchad (projet transfrontalier),Planned,,01/10/2014,30/08/2018,01/10/2014,Chad, ,National, , ,GIZ,Allemagne,Bilatéral,Assistance Technique, ,Financement Acquis,Don,SECTEUR PRIMAIRE,"AGRICULTURE, SYLVICULTURE ET PECHE", , , , ,Agriculture et Environnement,Axe 3: Protection de l'environnement et adaptation aux changements climatiques,Axe 3: Protection de l'environnement et adaptation aux changements climatiques,3.4 Lutte contre la désertification et conservation de la biodiversité,3.4.1 Lutte contre la désertification et conservation de la biodiversité,2063169.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2063169.795,0,0,0,0,0,0,634038.104,2063169.795,0,0,634038.104
  87283377, , , ,Programme de Développement Durable du Bassin du Lac Tchad,Ongoing,,02/12/2010,31/12/2015,19/12/2008,Chad, ,Régionale,LAC (Bol), ,Banque Africaine de Développement,Groupe Banque Africaine de Développement,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR PRIMAIRE,Environnement & Ressources Halieutiques, , , , ,Agriculture et Environnement,Axe 3: Protection de l'environnement et adaptation aux changements climatiques,Axe 3: Protection de l'environnement et adaptation aux changements climatiques,3.4 Lutte contre la désertification et conservation de la biodiversité,3.4.1 Lutte contre la désertification et conservation de la biodiversité,45900000,0,0,0,0,0,0,0,0,0,0,0,0,45900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8719672.341,0,0,0,0,0,8087596.752,45900000,8719672.341,0,8087596.752
  87283376, , , ,"Programme Eau, Assainissement et Hygiène",Closed,31/12/2012,01/01/2006,31/12/2012,01/01/2006,Chad, ,National, , ,UNICEF,Système des Nations Unies,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR QUATERNAIRE,Hydraulique Urbaine & Assainissement, , , , ,Elevage et Hydraulique,"Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales","Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales","2.4 Eau potable, hygiène et assainissement",2.4.3 Hygiène et assainissement, ,0,0,0,0,25758375.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5377846,0,4039431.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25758375.982,5377846,0,4039431.36
  87283394, , , ,Projet de Gestion des Ressources Naturelles en zone soudannienne (PGRN),Ongoing,31/12/2014,01/06/2005,31/12/2014,01/06/2005,Chad, ,National, , ," - Banque Africaine de Développement
 - Banque Arabe pour le Développement Économique en Afrique
 - Banque Islamique de Développement"," - Banque Arabe pour le Développement Economique en Afrique
 - Banque Islamique de Développement
 - Groupe Banque Africaine de Développement",Multilatéral," - Aides, Dons & Subventions
 - Prêt (Bailleur)", ,Financement Acquis," - Don
 - Prêt",SECTEUR PRIMAIRE,"AGRICULTURE, SYLVICULTURE ET PECHE", , , , ,Agriculture et Environnement,Axe 3: Protection de l'environnement et adaptation aux changements climatiques,Axe 3: Protection de l'environnement et adaptation aux changements climatiques,"3.2 Aménagement du territoire en milieu rural, urbain et périurbain","3.2.1 Aménagement du territoire en milieu rural, urbain et périurbain",39610000,28027900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14642100,0,0,0,0,0,0,0,0,10434000,0,0,0,415964.061,0,1019982.58,0,0,0,3770378.857,42670000,10849964.061,0,4790361.437
  8728336, , , ,Appui à la sécurité,Ongoing,,01/01/2014,31/12/2014,01/01/2014,Chad, ,National, , ,Ministère des Affaires Étrangères et du Développement International,France,Bilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR QUATERNAIRE,Administration et Sécurité Publique, , , , ,Administration du territoire et Sécurité Publique,Axe 4: Amélioration de la gouvernance,Axe 4: Amélioration de la gouvernance,"4.3 Promotion des droits humains, de la paix et de la cohésion sociale","4.3.1 Promotion des droits humains, de la paix et de la cohésion sociale", ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950359.784,491094.501,0,243345.58,0,0,0,679629.979,950359.784,491094.501,0,922975.559
  872833132, , , ,Projet de Sécurité Alimentaire,Closed,31/12/2013,01/06/2010,31/12/2013,01/06/2010,Chad, ,National, , ,Banque Islamique de Développement,Banque Islamique de Développement,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR PRIMAIRE,"AGRICULTURE, SYLVICULTURE ET PECHE", , , , ,Agriculture et Environnement,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.1 Développement du secteur rural et sécurité alimentaire,1.1.2 Productions végétales, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0,0,0
  87283327, ,, ,Programme Enseignement supérieur et recherches scientifiques,Ongoing,,01/01/2014,,01/01/2014,Chad, ,National, , ,Ministère des Affaires Étrangères et du Développement International,France,Bilatéral," - Aides, Dons & Subventions
 - Assistance Technique", ,Financement Acquis,Don,SECTEUR QUATERNAIRE,EDUCATION,Education,400 - DESTINATION PLURI-SECTO-RIELLE OU TRANSVERSALE,430 - Autres multi secteurs,43082 - Institutions scientifiques et de recherche,Enseignement Supérieur et Recherche Scientifique,"Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales","Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales",2.1 Éducation,2.1.2 Enseignement Supérieur et de la Recherche Scientifique, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,957702.576,592490.342,0,379859.62,0,0,0,849537.474,957702.576,592490.342,0,1229397.094
  872833127, , , ,Projet de construction d'un Complexe Industriel d'exploitation de ruminants à N'Djamena (Djermaya),Ongoing,,01/06/2012,30/06/2016,01/06/2012,Chad,Massaguet,District,HADJER-LAMIS (Massakory),HARAZE-ALBIAR (Massaguet)," - Banque de Développement des États de l'Afrique Centrale
 - Elevage et Hydraulique"," - Banque de Développement des États d'Afrique Centrale
 - Gouvernement"," - Gouvernement
 - Multilatéral"," - Contrepartie du Gvt
 - Prêt (Bailleur)", ,Financement Acquis," - Financement intérieur public (Etat)
 - Prêt",SECTEUR PRIMAIRE,"AGRICULTURE, SYLVICULTURE ET PECHE",1011 - Agriculture de rente et industrielle,300 - SECTEURS DE LA PRODUCTION,321 - INDUSTRIES MANUFACTURIERES,32120 - Développement industriel,Elevage et Hydraulique,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.3 Développement du secteur privé,1.3.3 Secteur Industrie, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23975835.378,75000000,0,0,23975835.378
  87283346, ,, ,Projet de Développement de la Filière Rizicole dans la plaine du Chari-Logone,Ongoing,,,,,Chad, ,Régionale,BORKOU ( Faya ), ," - Banque Arabe pour le Développement Économique en Afrique
 - Banque Islamique de Développement"," - Banque Arabe pour le Développement Economique en Afrique
 - Banque Islamique de Développement",Multilatéral,Prêt (Bailleur), ,Financement Acquis,Prêt,SECTEUR PRIMAIRE,"AGRICULTURE, SYLVICULTURE ET PECHE", , , , ,Agriculture et Environnement,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.1 Développement du secteur rural et sécurité alimentaire,1.1.2 Productions végétales, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50040000,3482910,0,3600000,0,0,0,0,0,0,0,1415895.79,50040000,3482910,0,5015895.79
  872833124, , , ,Projet de construction d'une Unité de production pour Bétail,Ongoing,,19/01/2012,30/06/2016,,Chad, ,National, , ,Inde,Inde,Bilatéral,Prêt (Bailleur), ,Financement Acquis,Prêt,SECTEUR PRIMAIRE,Développement Pastoral et des Production Animale, , , , ,Elevage et Hydraulique,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.1 Développement du secteur rural et sécurité alimentaire,1.1.3 Productions animales, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2831791.58,9900000,0,0,2831791.58
  872833109, , , ,Projet d'Hydraulique Pastorale en zone sahélienne (PROHYPA),Ongoing,,30/01/2010,30/03/2015,30/01/2010,Chad, ,Régionale," - BARH EL GAZEL (Moussoro)
 - BATHA ( Ati )
 - CHARI-BAGUIRMI (Massenya)
 - GUERA (Mongo)
 - HADJER-LAMIS (Massakory)
 - KANEM (Mao)", ," - Bénéficiaires
 - Etat
 - Fonds International de Développement Agricole"," - Bénéficiaires
 - Gouvernement
 - Système des Nations Unies"," - Gouvernement
 - Multilatéral
 - Société Civile"," - Aides, Dons & Subventions
 - Contrepartie Bénéficiaires
 - Contrepartie du Gvt", ,Financement Acquis," - Don
 - Financement intérieur public (Etat)",SECTEUR PRIMAIRE,Hydraulique Rurale et Agricole, , , , ,Elevage et Hydraulique,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.1 Développement du secteur rural et sécurité alimentaire,1.1.3 Productions animales, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4719652.633,22600000,0,0,4719652.633
  872833101, , , ,Projet d'Appui au développement rural dans le Guera (PADER-G),Ongoing,,08/05/2012,30/06/2017,18/10/2011,Chad, ,Régionale,GUERA (Mongo), ," - Bénéficiaires
 - Etat
 - Fonds International de Développement Agricole"," - Bénéficiaires
 - Gouvernement
 - Système des Nations Unies"," - Gouvernement
 - Multilatéral
 - Société Civile"," - Aides, Dons & Subventions
 - Contrepartie Bénéficiaires
 - Contrepartie du Gvt
 - Prêt (Bailleur)", ,Financement Acquis," - Don
 - Financement intérieur public (Etat)
 - Prêt",SECTEUR PRIMAIRE,"AGRICULTURE, SYLVICULTURE ET PECHE", , , , ,Agriculture et Environnement," - Axe 1: Développement de l’offre de production et des opportunités d’emplois décent
 - Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales"," - Axe 1: Développement de l’offre de production et des opportunités d’emplois décent
 - Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales"," - 1.3 Développement du secteur privé
 - 2.1 Éducation
 - 2.4 Eau potable, hygiène et assainissement",2.4.1 Hydraulique villageoise, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4530866.528,20090000,0,0,4530866.528
  87283344, , , ,Projet Réseau Transmission Electrique haute tension 66 kV Djermaya-Centrale N'djamena et construction boucle 90kV et MT & BT,Ongoing,,30/06/2011,30/06/2015,30/06/2011,Chad, ,Régionale,SALAMAT (Amtiman), ," - Chine
 - Etat"," - Chine
 - Gouvernement"," - Bilatéral
 - Gouvernement"," - Contrepartie du Gvt
 - Prêt (Bailleur)", ,Financement Acquis," - Financement intérieur public (Etat)
 - Prêt",SECTEUR SECONDAIRE,Pétrole et Energie, , , , ,"Pétrole, Energie et Mines",Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.4 Développement des infrastructures économiques de base,1.4.2 Energie, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167985825.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8495374.74,167985825.46,0,0,8495374.74
  87283348, , , ,Programme d'Electrification rurale (Energie Solaire),Ongoing,,01/04/2013,30/06/2016,01/04/2013,Chad, ,National, , ," - Etat
 - Inde"," - Gouvernement
 - Inde"," - Bilatéral
 - Gouvernement"," - Contrepartie du Gvt
 - Prêt (Bailleur)", ,Financement Acquis," - Financement intérieur public (Etat)
 - Prêt",SECTEUR SECONDAIRE,Pétrole et Energie, , , , ,"Pétrole, Energie et Mines",Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.4 Développement des infrastructures économiques de base,1.4.2 Energie, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19500000,0,0,0,0,0,0,0,0,0,0,5191617.896,19500000,0,0,5191617.896
  872833516, ,, ,Projet de developpement des Villages durables dans la region du Salamat,Ongoing,,,31/12/2016,02/10/2013,Chad, ,Régionale,SALAMAT (Amtiman), ," - Banque Arabe pour le Développement Économique en Afrique
 - Banque Islamique de Développement
 - Etat"," - Banque Arabe pour le Développement Economique en Afrique
 - Banque Islamique de Développement
 - Gouvernement"," - Gouvernement
 - Multilatéral"," - Aides, Dons & Subventions
 - Contrepartie du Gvt
 - Prêt (Bailleur)", ,Financement Acquis," - Don
 - Financement intérieur public (Etat)
 - Prêt"," - SECTEUR PRIMAIRE
 - SECTEUR QUATERNAIRE"," - AGRICULTURE, SYLVICULTURE ET PECHE
 - EDUCATION
 - SANTE ET ACTION SOCIALE"," - 1010 - Agriculture Vivrière
 - 1012 - Elevage
 - Education
 - Pêche", , , ,Agriculture et Environnement," - Axe 1: Développement de l’offre de production et des opportunités d’emplois décent
 - Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales"," - Axe 1: Développement de l’offre de production et des opportunités d’emplois décent
 - Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales"," - 1.1 Développement du secteur rural et sécurité alimentaire
 - 2.1 Éducation", ,21000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1557485.369,20200000,0,0,1557485.369
  87283382, ,, ,Projet d'Appui à l'Enseignement Supérieur au Tchad- Extension des Universités de Mongo et Moundou,Ongoing,31/12/2013,04/11/2009,31/12/2013,04/11/2009,Chad," - Mongo
 - Moundou",District," - GUERA (Mongo)
 - LOGONE OCCIDENTAL (Moundou)"," - GUERA (Mongo)
 - LAC WEY (Moundou)",Banque Islamique de Développement,Banque Islamique de Développement,Multilatéral," - Aides, Dons & Subventions
 - Prêt (Bailleur)", ,Financement Acquis," - Don
 - Prêt",SECTEUR QUATERNAIRE,EDUCATION,Education,100 - INFRASTRUCTURE ET SERVICES SOCIAUX,114 - Éducation post-secondaire,11420 - Enseignement supérieur,Enseignement Supérieur et Recherche Scientifique,"Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales","Axe 2: Mobilisation et valorisation du capital humain et la lutte contre les inégalités, la pauvreté et l’exclusion sociales",2.1 Éducation,2.1.2 Enseignement Supérieur et de la Recherche Scientifique, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12237000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5238814.423,12237000,0,0,5238814.423
  872833105, , , ,Projet d'Implantation d'une usine de fertilisant à base de Compost,Ongoing,,,30/06/2016,,Chad, ,National, , ,Inde,Inde,Bilatéral,Prêt (Bailleur), ,Financement en Négociation,Prêt,SECTEUR PRIMAIRE,"AGRICULTURE, SYLVICULTURE ET PECHE", , , , ,Agriculture et Environnement,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.3 Développement du secteur privé,1.3.3 Secteur Industrie, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200000,0,0,0,0,0,0,0,0,0,0,2831791.58,7200000,0,0,2831791.58
  87283350, , , ,Projet d'Electrification rurale à base de mini centrale solaire pour cinq villages,Ongoing,,01/07/2012,31/12/2015,01/07/2012,Chad, ,National, , ," - Etat
 - Fonds pour l'Environnement Mondial"," - Gouvernement
 - Groupe Banque Mondiale"," - Gouvernement
 - Multilatéral"," - Aides, Dons & Subventions
 - Contrepartie du Gvt", ,Financement Acquis," - Don
 - Financement intérieur public (Etat)",SECTEUR SECONDAIRE,Pétrole et Energie, , , , ,"Pétrole, Energie et Mines",Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.4 Développement des infrastructures économiques de base,1.4.2 Energie, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,0,0,0,0,0,0,0,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566358.316,4000000,0,0,566358.316
  872833302, ,, ,Projet d appui a la Statistique,Ongoing,,22/11/2011,31/12/2014,,Chad, ,National, , ,Banque Africaine de Développement,Groupe Banque Africaine de Développement,Multilatéral,Assistance Technique, ,Financement Acquis,Don,SECTEUR QUATERNAIRE,ACTIVITES D'ADMINISTRATION PUBLIQUE,Activités d'administration publique, , , ,Plan et Coopération Internationale,Axe 4: Amélioration de la gouvernance,Axe 4: Amélioration de la gouvernance,4.1 Modernisation de l'État et réforme de la fonction publique,4.1.1 Modernisation de l’État et reforme de la fonction publique,1530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530000,57307.038,0,488548.427,0,0,0,0,1530000,57307.038,0,488548.427
  872833395, , , ,Projet de Renforcement de Capacites en Statistiques,Ongoing,,16/07/2013,15/12/2014,16/07/2013,Chad, ,National, , ,IDA/Banque Mondiale,Groupe Banque Mondiale,Multilatéral,Assistance Technique, ,Financement Acquis,Don,SECTEUR QUATERNAIRE,ACTIVITES D'ADMINISTRATION PUBLIQUE,Activités d'administration publique,100 - INFRASTRUCTURE ET SERVICES SOCIAUX,160 - INFRASTRUCTURE ET SERVICES SOCIAUX DIVERS,16062 - Renforcement des capacités statistiques,Plan et Coopération Internationale,Axe 4: Amélioration de la gouvernance,Axe 4: Amélioration de la gouvernance,4.1 Modernisation de l'État et réforme de la fonction publique,4.1.1 Modernisation de l’État et reforme de la fonction publique, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000,104932,0,0,0,91612,0,0,0,0,0,0,450000,196544,0,0
  87283321, , , ,Projet d'appui à la mise en oeuvre de la coopération Tchad-UE (PACTUE),Ongoing,,15/05/2010,14/05/2017,15/05/2010,Chad,Arrondissements,District,VILLE DE N'DJAMENA,N'DJAMENA,FED/Union Européenne,Commission Européennne,Multilatéral,"Aides, Dons & Subventions", ,Financement Acquis,Don,SECTEUR QUATERNAIRE,ACTIVITES D'ADMINISTRATION PUBLIQUE, , , , ,Plan et Coopération Internationale,Axe 4: Amélioration de la gouvernance,Axe 4: Amélioration de la gouvernance,4.1 Modernisation de l'État et réforme de la fonction publique,4.1.1 Modernisation de l’État et reforme de la fonction publique,7887740.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7887739.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706458.148,0,445928.565,0,0,0,238383.503,7887739.52,706458.148,0,684312.068
  872833381, , , ,Projet de facilitation et de Transport CEMAC,Ongoing,,25/01/2008,30/11/2016,25/01/2008,Chad, ,National, , ,IDA/Banque Mondiale,Groupe Banque Mondiale,Multilatéral," - Aides, Dons & Subventions
 - Assistance Technique", ,Financement Acquis,Don,SECTEUR TERTIAIRE,TRANSPORT,Transport,200 - INFRASTRUCTURE ET SERVICES ÉCONOMIQUES,210 - TRANSPORTS ET ENTREPOSAGE, ,"Infrastructures, Transports et Aviation Civile",Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,Axe 1: Développement de l’offre de production et des opportunités d’emplois décent,1.4 Développement des infrastructures économiques de base,1.4.1 Infrastructures/Transports, ,0,0,0,0,0,0,0,0,0,0,0,0,15000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506010,0,0,4567510,0,0,0,0,2016345,0,0,0,0,0,8000000,19567510,4522355,0,8000000
